id,Place Name,created_at,favorite_count,full_text,quote_count,reply_count,retweet_count
55,Tugu Proklamasi,Fri Jun 30 01:50:01 +0000 2023,4,Kita Menghargai Proklamator Soekarno-Hatta dmn di bbrpdaerah terdpt Jl.Soekarno-Hatta Bandara Soetta(Soekarno-Hatta) Tugu Proklamator Soetta di Jl.Proklamasi Jkt eh kini akan bangun Tugu Soekarno di Bandung Rp.14 5M Sekalian deh tugu 9 istrinya.Komplit plitt https://t.co/WYM4RFa9Ty,0,0,1
55,Tugu Proklamasi,Wed Jul 19 19:22:12 +0000 2023,3,@kegblgnunfaedh itu kurang unik...di Sumatra ada nama anak nya ozon Indonesia tugu proklamasi Pancasila Shea. patriot proklamasi. aneh gak si??,0,3,0
55,Tugu Proklamasi,Mon Aug 07 09:07:11 +0000 2023,1,Taman Proklamasi atau Taman Proklamator bisa dikunjungi di Menteng Jakarta Pusat. Berikut beberapa aktivitas yang bisa dilakukan di sana. https://t.co/jVneTY9L6I,0,0,0
55,Tugu Proklamasi,Fri Oct 20 00:12:13 +0000 2023,43,Mahfud MD menyapa ribuan relawan dan simpatisan di Tugu Proklmasi. Mahfud menceritakan Tugu Proklamasi menjadi satu tempat Presiden RI pertama Soekarno-Hatta menyatakan kemerdekaan Indonesia. Dalam proklamasi itu ada tiga pesan yang disampaikan oleh Presiden Soekarno dihadapan https://t.co/5AMY6WP43d,0,2,14
55,Tugu Proklamasi,Thu Oct 19 05:18:41 +0000 2023,452,Ganjar Pranowo dan Mahfud MD mendaftarkan diri sebagai capres dan cawapres ke KPU hari ini (19/10). Keduanya sempat menyampaikan orasi di Tugu Proklamasi Jakarta Pusat. Hari ini saya memakai baju putih yang 5 tahun lalu saya siapkan untuk mendaftar ke KPU. ujar Mahfud MD. | https://t.co/SkRYpvPPkh,12,63,51
55,Tugu Proklamasi,Fri Sep 01 18:15:16 +0000 2023,106,@Y_ChikaJKT48 posenya kayak hatta di tugu proklamasi ,0,0,0
55,Tugu Proklamasi,Sun Oct 01 05:51:45 +0000 2023,30,Bacapres Ganjar Pranowo hadiri jalan sehat bersama Hanura dan OSO di Tugu Proklamasi Surabaya pagi ini. Pesannya jelas... Ditahun politikz masyarakat harus tetap sehat dan waras waras badannya waras pikirannya waras hatinya. Utk berpikir hebat.... Keren... #SahabatGanjar https://t.co/tFXeqzPDTc,0,3,14
55,Tugu Proklamasi,Wed Jun 07 00:42:59 +0000 2023,26,Foto 1 Juni 2013 saat Pak Jokowi masih menjadi gubernur. Mendampingi Bu Mega dalam Peringatan Hari Pancasila sekaligus peresmian Satgas Cakra Buana milik @PDI_Perjuangan di Tugu Proklamasi. Hubungan panjang keduanya dimulai sejak Pak Jokowi menjadi Walikota Solo tahun 2005. https://t.co/AHAYXE2auh,5,7,10
55,Tugu Proklamasi,Thu Oct 19 11:33:11 +0000 2023,21,Calon Wakil Presiden Indonesia @mohmahfudmd menyampaikan pesam kepada para pendukungnya saat di Tugu Proklamasi pada Kamis (19/10). Mahfud Md sendiri mengenakan Kemeja berwarna putih dan Ganjar mengenakan kemeja warna hitam. Mahfud juga menceritakan kemeja putihnya ini https://t.co/NOTFiw9ute,0,4,12
55,Tugu Proklamasi,Sun Oct 01 10:25:50 +0000 2023,67,Bacapres Ganjar Pranowo menghadiri kegiatan jalan sehat bersama Ketua Umum Partai Hanura Oesman Sapta Odang (OSO) yang digelar DPD Partai Hanura Jawa Timur di Alun-Alun Tugu Proklamasi Surabaya Jawa Timur pada Minggu 1 Oktober 2023. https://t.co/Gjh7JuswYp,0,5,24
55,Tugu Proklamasi,Thu Oct 19 13:42:48 +0000 2023,123,Calon Wakil Presiden Indonesia Mahfud Md menyampaikan pesan kepada para pendukungnya saat di Tugu Proklamasi pada Kamis (19/10). https://t.co/BtiwwoXv8s,0,4,46
55,Tugu Proklamasi,Thu Oct 19 10:29:19 +0000 2023,24,Bakal calon presiden (capres) @ganjarpranowo tiba di Tugu Proklamasi Jalan Proklamasi Jakarta Pusat Kamis (19/10/2023) sekitar pukul 10.15 WIB. Adapun Tugu Proklamasi menjadi titik kumpul massa dan partai politik pengusung Ganjar dan @mohmahfudmd sebelum mendaftarkan diri https://t.co/ObENjP7S0b,0,4,13
55,Tugu Proklamasi,Sun Oct 01 07:07:22 +0000 2023,675,Parade &amp; Apel PANCASILA SAKTI dalam rangka hari Kesaktian Pancasila 1 Oktober 2023 di Tugu Proklamasi Jakarta. Pancasila telah mendorong keadilan menjadi rumusan konkrit dalam satu kalimat - selagi pemerintah dan negara konsisten melaksanakan konstitusi Insya Allah keadilan akan https://t.co/QUjdS5v9Ff,3,7,208
55,Tugu Proklamasi,Thu Oct 19 08:09:00 +0000 2023,28,Menuju kantor KPU Pak Ganjar Pranowo dan Pak Mahfud MD pawai yang dimulai dari Tugu Proklamasi di Menteng Jakarta Pusat. Selain didampingi relawan Tim Pemenangan Nasional Gabungan Kader Parpol pendukung juga turut serta. Pak Ganjar Pak Mahmud bersama Ketua DPP PDIP Puan https://t.co/usy4WmWOKd,0,0,10
55,Tugu Proklamasi,Thu Oct 19 08:16:55 +0000 2023,173,Capres Ganjar Pranowo tiba di Tugu Proklamasi Jalan Proklamasi Jakarta Pusat Kamis (19/10/2023) sekitar pukul 10.15 WIB. Kehadiran Ganjar Pranowo ini bersama Calon Wakil Presiden Mahfud MD. #SahabatGanjar https://t.co/5cyafwNbSg,3,3,37
55,Tugu Proklamasi,Thu Oct 19 12:53:25 +0000 2023,21,Calon Wakil Presiden Indonesia Mahfud Md menyampaikan pesam kepada para pendukungnya saat di Tugu Proklamasi pada Kamis (19/10). Mahfud Md sendiri mengenakan Kemeja berwarna putih dan Ganjar mengenakan kemeja warna hitam. Mahfud juga menceritakan kemeja putihnya ini memiliki https://t.co/EmQopV6zP0,0,1,11
55,Tugu Proklamasi,Sun Jul 02 09:31:19 +0000 2023,6,Ikutan donor darah saat milad ke-25 Dompet Dhuafa di Tugu Proklamasi Jakarta. Wah ramai sekali ini perayaannya. Ada nikah massal segala lhoo.. #30TahunDompetDhuafa #HadirSepenuhHati https://t.co/IdYRmUisb4,1,1,2
55,Tugu Proklamasi,Wed Jun 14 07:39:05 +0000 2023,2,@Dennaaja_ @Gank_Of_Petojo sop sum sum kambing di area kuliner bawah jalan kereta sekitar tugu proklamasi,0,1,0
55,Tugu Proklamasi,Wed Jul 26 23:09:35 +0000 2023,1,Perkumpulan Sang Gerilyawan Nusantara mengantarkan Jokowi - Maruf Amin sejak dari Tugu Proklamasi hingga nanti dlm Sidang Paripurna MPR RI 20 Oktober 2024. #LustrumSanggaNusa https://t.co/GBhyYwPR6m,0,0,0
55,Tugu Proklamasi,Fri Jun 30 05:02:35 +0000 2023,6464,Nama Bandara patung di bandara Tugu Proklamasi pecahan Rp 100 Rb nama stadion utama di senayan. Penghargaan untuk Bung Karno kan sudah cukup bangsa ini tidak melupakan beliau. Di Bandung saat ini ada hal lain yg lebih urgent bagi masyarakatnya. Demikian.,97,255,1790
55,Tugu Proklamasi,Wed Jun 14 16:47:10 +0000 2023,167,Syahganda; Yg mengizinkan pemakaian tempat untuk mendirikan Koalisi Aksi Koalisi Penyelamatan Indonesia di Tugu Proklamasi Tanggal 18 Agustus 2020 adalah Doktor Anies Baswedan . Kesabaran Revolusioner https://t.co/UT8oErRqx4,1,4,42
55,Tugu Proklamasi,Thu Oct 19 14:54:58 +0000 2023,193,𝗞𝗮𝗺𝗶𝘀 𝟭𝟵 𝗢𝗸𝘁𝗼𝗯𝗲𝗿 𝟮𝟬𝟮𝟯: Ini Cerita tentang Kita: Pidato Pak Ganjar Pranowo di Tugu Proklamasi. Ganjar Pranowo-Mahfud MD menuju Indonesia Unggul. 🇲🇨🇲🇨🇲🇨 . #GanjarPranowo #MahfudMD #HaryTanoesoedibjo #AngelaTanoesoedibjo #PartaiPerindo #UntukIndonesiaSejahtera https://t.co/iMpOv84Ny3,2,8,41
55,Tugu Proklamasi,Fri Oct 20 00:23:01 +0000 2023,40,Puluhan ribu pendukung Calon Presiden dan Wakil Presiden Ganjar Pranowo dan Mahfud MD tumpah ruah di sekitar kawasan Tugu Proklamasi Jakarta Pusat pada Kamis pagi. Para pendukung Ganjar-Mahfud itu berasal dari berbagai organisasi politik dan kelompok sukarelawan yang rela datang https://t.co/d8VwJfz50E,0,1,13
55,Tugu Proklamasi,Thu Oct 19 08:02:49 +0000 2023,9,Ganjar Pranowo tiba di Tugu Proklamasi Jalan Proklamasi Jakarta Pusat Kamis (19/10/2023) sekitar pukul 10.15 WIB. Tugu Proklamasi menjadi titik kumpul massa dan partai politik pengusung Ganjar dan Mahfud MD sebelum mendaftarkan diri ke Komisi Pemilihan Umum #SahabatGanjar https://t.co/FWPmc4X6Uy,0,1,4
55,Tugu Proklamasi,Thu Oct 19 13:54:36 +0000 2023,2609,Selfie dulu sama @C_lontong di Tugu Proklamasi pagi ini https://t.co/RNCjcnTZ6R,12,122,300
55,Tugu Proklamasi,Thu Oct 19 06:16:49 +0000 2023,106,Para pendukung antusiasme menyambut kedatangan Ganjar Pranowo dan Mahfud MD di Tugu Proklamasi jelang pendaftaran Calon Presiden dan Calon Wakil Presiden. Turut hadir Andika Perkasa yang pimpin mengheningkan cipta menjelang pendaftaran ke KPU. https://t.co/hOyffRdsqI,0,3,18
56,Taman Legenda Keong Ema,Sun Aug 06 05:43:20 +0000 2023,2,@HannTwits @_fanani7 @fargranth @HabisNontonFilm @megaawerdi Ga bs janji soal request2nya Tp dari berita itu cukup jelas walaupun samping2an dan nama sama taman legenda ga ada kaitan sm teaternya. Taman Legenda baru 2014 yg bangun CLK keong emas dibangun 1984 oleh YHK.,0,1,0
57,Museum Kebangkitan Nasional,Thu May 16 08:04:08 +0000 2024,2,Teori mengkebut project foto untuk UAS yagesya Location : Museum Kebangkitan Nasional Jakarta Pusat. #photography #virtualphotographer #vtuber #camera #museum https://t.co/kHQalmXFKI,0,0,0
57,Museum Kebangkitan Nasional,Mon May 20 14:24:07 +0000 2024,5,Hari Kebangkitan Nasional diperingati setiap 20 Mei. Simak sejarahnya ditambah informasi seputar Museum Kebangkitan Nasional di Jakarta Pusat. https://t.co/p1keQVghXP,0,0,1
57,Museum Kebangkitan Nasional,Tue Feb 20 04:00:00 +0000 2024,6,Referensi Museum Sejarah di Jakarta yang Cocok untuk Menambah Ilmu 1. Museum Fatahillah 2. Musuem Polri 3. Museum Nasional atau Museum Gajah 4. Museum Seni Rupa 5. Museum Kebangkitan Nasional 6. Museum Bank Indonesia 7. Museum Gallery Art:1 Baca di https://t.co/tyPBdodGhm https://t.co/Wx9MX3pwMX,0,0,0
57,Museum Kebangkitan Nasional,Wed May 29 05:35:47 +0000 2024,15,@literarybase tertarik bgt sama buku ini. soalnya udh lama nyari hisfic yg latarnya bener2 bahas stovia cuma seringnya sbg sebutan aja buat karakternya yg sekolah di stovia. iseng2 cek ig penulisnya ternyata dia emg sering berkunjung ke museum kebangkitan nasional (formerly stovia).,1,1,0
57,Museum Kebangkitan Nasional,Mon May 20 09:40:18 +0000 2024,12,LAUNCHING BIJAK DEMOKRASI ‼️ Selamat Hari Kebangkitan Nasional! Rayain semangat perjuangan kita menuju #DemokrasiNaikKelas dengan ikut nimbrung ke acara peluncuran Bijak Demokrasi di Museum Kebangkitan Nasional BESOK! 🇮🇩 Cara gabungnya cek thread ini:,0,1,3
57,Museum Kebangkitan Nasional,Fri Feb 09 13:13:13 +0000 2024,29, Tumurun Private Museum Jl. Kebangkitan Nasional Sriwedari Laweyan Solo Central Java Indonesia 25k https://t.co/edTI6dtU3u,0,1,2
57,Museum Kebangkitan Nasional,Mon Oct 02 03:43:40 +0000 2023,5,Digelar selama 2 hari 9 sesi dan 16 pembicara akan ada banyak topik menarik yang bisa kamu ikuti di talkshow Bisik Bisik Musik! 14 - 15 Oktober 2023 Di Museum Kebangkitan Nasional Jakarta Pusat. https://t.co/mr3cbinN4K,2,1,4
57,Museum Kebangkitan Nasional,Sat Oct 14 06:48:08 +0000 2023,2,Rundown Rangkaian Irama tanggal 14-15 Oktober 2023 di Museum Kebangkitan Nasional Jakarta Pusat! https://t.co/bVABpR5AYt,1,0,1
57,Museum Kebangkitan Nasional,Thu Oct 26 11:25:35 +0000 2023,11,Rangkaian Irama: Satu Dekade Irama Nusantara dukungan Kemendikbudristek telah selesai digelar di Museum Kebangkitan Nasional! Dari 16 Sept kemarin ada festival konferensi diskusi sampe pameran arsip musik vintage Congratselamat! #Vindes #VindesNihYee https://t.co/GlqOjT3WWT,0,0,1
57,Museum Kebangkitan Nasional,Fri Oct 13 14:31:31 +0000 2023,1,Berikut ini hal-hal yang dianjurkan dan dilarang selama acara Rangkaian Irama tanggal 14-15 Oktober 2023 di Museum Kebangkitan Nasional Jakarta Pusat. Mohon diperhatikan baik-baik untuk teman-teman yang nanti akan datang !! https://t.co/0OPnOICQLV,0,1,1
57,Museum Kebangkitan Nasional,Fri May 10 12:51:45 +0000 2024,10,Hayuukkk yang mau ikutan seru-seruan tgl 20 Mei 2024 di Museum Kebangkitan Nasional. 1. Upacara Harkitnas : https://t.co/hj9k7Yp8Vr 2. Workshop Parfum : https://t.co/fH9kPTo6yQ 3. Workshop Jamu : https://t.co/3h0sNcmuTe 4. Oprek MUN (khusus Chairs) : https://t.co/U9OEFAJhz8,0,1,9
57,Museum Kebangkitan Nasional,Sun Oct 22 00:57:44 +0000 2023,33,Salah satu ruang di Museum Kebangkitan Nasional (STOVIA) Jakarta. Visum: Voice of the Voiceless https://t.co/cbzgSwHQhx,0,1,2
57,Museum Kebangkitan Nasional,Sat Oct 14 06:59:18 +0000 2023,7,Sedang berlangsung Sesi 1 Bisik-Bisik Musik bertema Merekam Kota Lewat Musik di Ruang Popularia Museum Kebangkitan Nasional Jakarta Pusat. (Thread) https://t.co/14cm0Ekvuj,0,1,3
57,Museum Kebangkitan Nasional,Fri Oct 13 14:28:42 +0000 2023,7,Denah Museum Kebangkitan Nasional selama acara Rangkaian Irama tanggal 14-15 Oktober 2023 di Museum Kebangkitan Nasional Jakarta Pusat. https://t.co/8JKB9WFQgd,0,0,4
57,Museum Kebangkitan Nasional,Thu Oct 26 11:45:34 +0000 2023,12,Sumpah demi allah hari ini saya dari senayan (kemendikbud) trus ke museum kebangkitan nasional (senen) trus ke FIB (depok) trus sekarang sedang berjalan ke kongsi (jatinegara) https://t.co/mBEbvO5H9G,0,1,0
57,Museum Kebangkitan Nasional,Wed Jun 21 19:48:50 +0000 2023,5,Menyambut Hari Musik Dunia @anandasukarlan menyelenggarakan konser musik Dari Nusantara Untuk Hari Musik Dunia . Acara ini diselenggarakan pada Selasa sore 20 Juni 2023 di Museum Kebangkitan Nasional Jakarta Pusat. Selengkapnya dapat dibaca di link https://t.co/CkPXvMhX7y https://t.co/7OUDoeLjDy,1,0,1
57,Museum Kebangkitan Nasional,Sat Apr 27 11:31:40 +0000 2024,4,Pengen deh ngajak temen yang indigo ke gedung stovia a.k.a museum kebangkitan nasional hehe,0,0,1
57,Museum Kebangkitan Nasional,Fri Jun 30 17:39:26 +0000 2023,2,- museum kebangkitan nasional - erasmus huis lagi ada pameran - walking tour aja di @.jktgoogguide di instagram yaa!! - museum seni rupa dan keramik seru dehh,0,1,1
57,Museum Kebangkitan Nasional,Wed Oct 11 07:52:33 +0000 2023,3,@IramaNusantara Selain pameran arsip musik 60-an ada juga screening film 60an setiap hari Minggu di ruangan nonton Museum Kebangkitan Nasional. Kegiatan ini bekerja sama dengan Kineforum. Spesial weekend ini akan ada di Sabtu dan Minggu per hari ada 2 film yang tayang. Tempatnya kecil ya https://t.co/bndLXlFNVH,0,1,3
57,Museum Kebangkitan Nasional,Sat Dec 30 04:56:02 +0000 2023,12,Jakarta. See you tonight at Museum Kebangkitan Nasional - 8:11 PM https://t.co/sMNg3QD2t1,0,0,2
57,Museum Kebangkitan Nasional,Sun Oct 08 03:21:23 +0000 2023,5,Untuk teman-teman yang tak sempat menonton film LIBURAN SENIMAN pada program Puspa Ragam Sinema Indonesia pekan lalu tak perlu khawatir. Hari ini LIBURAN SENIMAN akan kembali diputar pukul 13.30 WIB di Museum Kebangkitan Nasional bersama @IramaNusantara. https://t.co/rVM9RQqzwr,0,0,4
57,Museum Kebangkitan Nasional,Tue Jan 09 05:56:05 +0000 2024,2,Desember kemarin @wakeupiris main di Museum Kebangkitan Nasional. Dulu dikenal sebagai STOVIA-sekolah buat dokter di Batavia. Ketemu foto lamanya ketemu pas kami disana Foto Lama diambil oleh Tan Tjie Lan tahun 1920 Foto Wake Up Iris diambil oleh Alfi Prakoso 2023 103 TH! https://t.co/1AG8EcEbDk,0,1,2
57,Museum Kebangkitan Nasional,Mon Dec 11 09:59:24 +0000 2023,7,Kawan kobam Jakarta dan sekitarnya silakan merapat ke Museum Kebangkitan Nasional ya. Ada acara Pameran Jalur Rempah dari tanggal 9 31 Desember 2023 sekaligus lapak buku Kobam yang bisa kawan-kawan kunjungi https://t.co/ngUILFbCUz,0,2,0
57,Museum Kebangkitan Nasional,Wed Oct 25 05:37:50 +0000 2023,6,Sore ini mengabdi dulu pada Negara di Museum Kebangkitan Nasional Facilitator and Music Director by Yours truly https://t.co/TIok6WBupM,3,1,0
57,Museum Kebangkitan Nasional,Tue Jul 11 01:29:55 +0000 2023,3,@Ngabila Ngabila apakah melihat nama- nama dokter STOVIA di dinding museum kebangkitan nasional Ada nama dr sagaf Yahya Dr sagaf Yahya adalah kakek saya Ayah saya dr enir reni Sagaf Yahya Saya dr Novita sari Yahya Adik saya dr wiendo Syahputra Yahya sp P di Papua Supaya adik saya paham,0,1,1
57,Museum Kebangkitan Nasional,Sat Dec 09 23:32:02 +0000 2023,6,Catat dan agendakan mampir ke acara #JalurRempah di Museum Kebangkitan Nasional 9-31 Desember Kobam buka stand di sini mulai jam 10.00-17.00 Ayo yang perlu hiburan sambil nambah pengetahuan dan referensi buku-buku sejarah budaya. https://t.co/F6NtpATCnO,0,0,2
57,Museum Kebangkitan Nasional,Wed Oct 25 16:02:42 +0000 2023,1,Kayana Siapa nih yang masih hafal pelajaran tentang kebudayaan Indonesia semasa sekolah? Nah datang yuk ke ruang tamu utama Museum Kebangkitan Nasional untuk cari tahu lebih banyak tentang budaya Indonesia! #IndonesiaMelumbung untuk Melambung #SinggahdiPKN2023 #IndonesianaTV https://t.co/zXCt7Ah8ty,0,0,0
57,Museum Kebangkitan Nasional,Thu Nov 02 02:42:35 +0000 2023,1,Kayana 28 Oktober merupakan perayaan Hari Sumpah Pemuda. Nah fakta menarik dari Museum Kebangkitan Nasional adalah dulunya bangunan tersebut digunakan sebagai Sekolah Dokter Djawa atau STOVIA serta merupakan saksi awal mula terbentuknya organisasi Budi Oetomo. #IndonesianaTV https://t.co/yonIuJ4uac,0,0,0
57,Museum Kebangkitan Nasional,Sat Oct 14 06:51:49 +0000 2023,5,Jadwal menonton sore ini bersama @kineforum hari Sabtu 14 Oktober 2023 pukul 15:30 WIB di Ruang Audio Visual Museum Kebangkitan Nasional Jakarta Pusat. https://t.co/Tzf77K5MQD,0,0,4
57,Museum Kebangkitan Nasional,Sun Nov 12 01:26:34 +0000 2023,1,Dalam rangka menyemarakkan Hari Ayah yang jatuh pada hari ini kemarin di Museum Kebangkitan Nasional diadakan acara #MainSamaBapak yang diinisiasi oleh @KeluargaKitaID Acaranya seru banget ada pameran foto tur museum playground berbagi cerita dan lainnya. Kudos! https://t.co/0lvbDDFHs8,0,0,0
57,Museum Kebangkitan Nasional,Sat Dec 16 04:43:54 +0000 2023,4,Malam ini manggung di Museum Kebangkitan Nasional jam 8 malam ,0,1,0
57,Museum Kebangkitan Nasional,Tue Oct 10 15:31:40 +0000 2023,2,@IramaNusantara Pameran di Museum Kebangkitan Nasional masih terus dibuka setiap hari sampai tanggal 15 Oktober ya. Tiket masuk hanya Rp.2000 - rupiah saja Kecuali untuk tanggal 14-15 karena ada acara lainnya dan kuota free ticket sudah habis tapi masih tersisa tiket donasi yang bisa dicek https://t.co/AoNWQYQB5P,0,1,3
57,Museum Kebangkitan Nasional,Sat Dec 23 06:26:01 +0000 2023,3,Kalau sedang dekat Museum Kebangkitan Nasional di Senen ayo mampir ikut diskusi buku Kedatuan Sriwijaya narsum sudah datang dan sudah siap dimulai https://t.co/iTb2yo92NH,0,1,1
57,Museum Kebangkitan Nasional,Fri Dec 08 07:24:22 +0000 2023,1,Kayana Yuk datang ke pembukaan pameran Jalur Rempah Rumah Rempah Dunia . Pameran ini akan berlangsung dari tanggal 09-31 Desember 2022 setiap hari dari pukul 10.00 s.d 21.00 WIB di Museum Kebangkitan Nasional Jakarta. https://t.co/cSjEGTWpBq,2,1,1
57,Museum Kebangkitan Nasional,Fri Dec 15 08:49:06 +0000 2023,7,Yuk kita ramaikan dan ajak teman kalian untuk datang ke Pameran Jalur Rempah: Rumah Rempah Dunia ! Jangan lupa catat waktu tanggal dan lokasinya ya! 9-31 Desember 2023 Museum Kebangkitan Nasional Jakarta ⏰ Senin-Jum'at 10.00-16.00 Sabtu &amp; Minggu 11.00-21.00 https://t.co/18YIlaA4ql,0,0,0
57,Museum Kebangkitan Nasional,Sat Oct 14 12:45:25 +0000 2023,8,Nonton @NonaRiaMusic di @IramaNusantara Museum Kebangkitan Nasional #dhkh https://t.co/OEvuWvjm2a,0,1,0
57,Museum Kebangkitan Nasional,Mon May 20 11:38:53 +0000 2024,16,Selamat Hari Kebangkitan Nasional!! 🇮🇩🇮🇩 Tepat di hari ini Senin 20 Mei 2024 Irama Nusantara bersama Museum Kebangkitan Nasional (@muskitnasofficial) meresmikan Ruang IRAMA (Interaksi dan Audiensi Media Arsip) https://t.co/yYk1tqgg6z,0,1,3
57,Museum Kebangkitan Nasional,Fri May 31 09:11:44 +0000 2024,139,Mari Hadirilahh!! BIANG KEROK: Pameran Arsip Benyamin Suaeb Rangkaian Pameran: ️2 Juni 2024 - 14 Juli 2024 ⏰ 15.00 - Selesai ️Rp 2.000 (Retribusi Museum) Museum Kebangkitan Nasional #BIANGKEROK #BenyaminSuaeb #iramanusantara #Budayasaya https://t.co/80e8Ik7yvd,6,1,73
57,Museum Kebangkitan Nasional,Fri Oct 13 13:12:05 +0000 2023,39,#repost @azizsyaifullah [Save Sekarang Next ke Sini] Guys2 gua mau share museum unik yang ada di Jakarta Pusat. NamanyaMuseum Kebangkitan Nasional. Tiket masuknya 2 ribu yaa. Buka hari selasa - minggu dari jam 08.00 - 16.00. https://t.co/FfDuCqW5ob,0,1,2
57,Museum Kebangkitan Nasional,Sat May 25 04:53:09 +0000 2024,3,Konsultasi Layanan Kurasi Talenta Bagaimana caranya? Yuk kunjungi Booth Puspresnas dan BPTI pada Pameran dan Festival Semarak Bulan Merdeka Belajar Provinsi DKI Jakarta. : 25 s.d. 27 Mei 2024 ⏰: Pukul 08.00-15.00 WIB : Museum Kebangkitan Nasional https://t.co/yWX2JvSANb,1,1,0
57,Museum Kebangkitan Nasional,Mon May 20 06:56:38 +0000 2024,5,Selamat Hari Kebangkitan Nasional Kali ini Minfren mau ajak kalian untuk keliling Museum Kebangkitan Nasional. Penasaran kan? Yuk tonton video ini sampai selesai Karena banyak hal unik dan menarik loh! Selanjutnya Museum apalagi yang harus Minfren kunjungi ya? https://t.co/GL2IRQ6jr0,0,5,1
57,Museum Kebangkitan Nasional,Mon May 20 03:54:36 +0000 2024,1,lagi ikutan workshop membuat jamu di museum Selamat Hari Kebangkitan Nasional https://t.co/9V7bY5K16S,0,0,0
57,Museum Kebangkitan Nasional,Tue May 07 05:43:41 +0000 2024,1,@bonnietriyana @ryuhasan ini di museum kebangkitan nasional https://t.co/5NLHVsI5DY,0,0,0
57,Museum Kebangkitan Nasional,Sat Jan 20 09:55:12 +0000 2024,39,tadi di muskitnas (museum kebangkitan nasional) yang berkacamata bingkai hitam dress hitam pake cardigan putih dengan garis2 hitam dan sepatu boots (yang terlihat seperti docmart hitam) siapa deh? she seems cool ,6,6,8
57,Museum Kebangkitan Nasional,Tue Apr 23 11:28:36 +0000 2024,1,3. @SindikasiJ ️ Sabtu 27 April 2024 Museum Kebangkitan Nasional ⏰ 13.00 - 16.00 https://t.co/FRHiKDrK54,0,1,1
57,Museum Kebangkitan Nasional,Wed May 29 06:32:52 +0000 2024,26,@literarybase Halo Bookmanias buku Romansa Stovia sudah bisa kamu pesan melalui tautan berikut ini: https://t.co/CzsLXcFX0n Jangan lupa juga untuk hadir dalam peluncuran bukunya ya: Museum Kebangkitan Nasional Sabtu 1 Juni 2024 ⏰ Pkl. 13.30 WIB *Daftar: https://t.co/2ma8ZVwqR3 https://t.co/NvHm05MQ8X,2,2,5
59,Museum Basoeki Abdullah,Mon Jul 31 06:11:42 +0000 2023,145,Beberapa karya Raden Saleh Affandi &amp; Basoeki Abdullah di Museum Nasional (Musnas) ketahuan hilang pd 1996 &amp; hampir dilelang di Singapura. Direktur Musnas &amp; Mendikbud terlibat lobi pemulangan 2 dari sekian lukisan bernilai miliaran rupiah tadi. Cek: https://t.co/7oGebiYzjM https://t.co/9v25cPP8bq,1,1,44
59,Museum Basoeki Abdullah,Thu Jun 22 08:35:38 +0000 2023,0,Selamat Ulang Tahun Ke-496 Kota Jakarta! Jadi Karya Untuk Nusantara #HUT #DKI #Jakarta,0,0,0
59,Museum Basoeki Abdullah,Mon Oct 16 06:51:35 +0000 2023,7,#Foto Museum Basoeki Abdullah mengundang anak muda ikut lomba melukis bertema 'Menyongsong Hari Esok'. 45 Lukisan terpilih dipamerkan 13 Oktober-30 November 2023. &gt;&gt; https://t.co/E7bSrmug3l Foto: Dok Museum Basuki Abdullah https://t.co/6e8MJsztIe,0,0,3
59,Museum Basoeki Abdullah,Sat Sep 16 03:52:58 +0000 2023,5,Abis dari Museum Basoeki Abdullah @Mus_BA ngobrol ttg sang pelukis besar sejarah dll yang akhirnya malah ngelantur ke tokoh pahlawan Auw Tjoei Lan dan perdagangan manusia https://t.co/D3hjzAcMgS,0,1,2
59,Museum Basoeki Abdullah,Sun Sep 24 02:07:18 +0000 2023,1,..dari Museum Basoeki Abdullah.. https://t.co/yLhDe1CQyh,0,0,0
59,Museum Basoeki Abdullah,Fri May 10 15:55:29 +0000 2024,1,@decastrv kalo di jaksel aku cuma tau museum basoeki abdullah,0,1,0
59,Museum Basoeki Abdullah,Tue Jun 06 06:50:29 +0000 2023,1,Keunikan lukisan Basoeki Abdullah yaitu lukisan karya Basoeki Abdullah yang hanya satu satunya dan tidak ada yang menyamainya dan memiliki daya tarik lebih untuk diapresiasi. https://t.co/pYEhEMwT3J,0,1,0
59,Museum Basoeki Abdullah,Thu Jan 11 01:15:40 +0000 2024,12,Joko Madsono (Ed) R. BASOEKI ABDULLAH : SEBUAH BIOGRAFI DAN PENGABDIAN DALAM BIDANG SENI LUKIS Jakarta: Museum Basoeki Abdullah 2006 Unduh : https://t.co/x65y0xC7Oz #basoekiabdullah #senilukis #sejarahindonesia #sejarahnusantara #catatanindonesia #catatannusantara https://t.co/T6YcdbsVYB,0,1,4
59,Museum Basoeki Abdullah,Thu Jun 01 01:00:01 +0000 2023,1,Selamat Memperingati Hari Lahir Pancasila! Mari bersama Gotong Royong Membangun Peradaban dan Pertumbuhan Global . https://t.co/TmvOmnHRgd,0,0,0
60,Museum Layang-layang,Mon Sep 04 14:07:54 +0000 2023,1,Hallo! Aku Aci dari komunitas Gerakan Suka Baca (GSB) (@/minggucerdas on Instagram). Aku ajakin kalian berpetualang bersama 100 orang adik asuh GSB ke Museum Layang-layang Jakarta Selatan. Acaranya ini terbuka untuk semua yang bersedia jadi relawan mendampingi adik-adik loh https://t.co/cqppQEX9NU,2,1,4
